Man Shouts ‘Allahu Akbar!’ Before Photobomb | Amsterdam, Netherlands – According to Dutch police, a crazed man detonated a devastating photobomb on an unsuspecting newlywed couple visiting Amsterdam on their honeymoon. The couple, John and Maggie Hillard from Manistique, Michigan, was taking a tour of the city Tuesday afternoon and taking pictures when a man suddenly appeared out of nowhere and shouted “Allahu Akbar!” (God is Great) before photobombing what would have been a very nice picture of the beautiful Amstel River. Netherlands Prime Minister Mark Rutte was on holiday in the south of France but returned immediately for an emergency meeting with the country’s National Security Council. “I condemn any and all photobombing,” the prime minister said. “Thoughts are with the victims of this heinous attack. We have the suspect in custody and are monitoring the situation closely.” “Initial indications very clearly point towards terrorism,” he told the Dutch newspaper De Telegraaf. While Mr. Hillard escaped unharmed, his wife Maggie was treated and released for minor emotional distress. It is currently unknown if the couple plan to pursue charges. The suspect, Amir Fahdi, 39, told investigators that he too was visiting Amsterdam as a tourist and was just asking the newlyweds for directions. “We’re looking into his claims,” said lead investigator, Martyn Verhoeven. Records show Mr. Fahdi was recently questioned by FBI officials in the U.S. after he allegedly launched a cyber attack that left an acquaintance’s inbox destroyed.
Area Mall Offering 10% Discount to Non-Active Shooters | Appleton, WI – The Fox Valley Mall has come under fire (pun intended) for an ad placed in Sunday’s Press Gazette newspaper offering a mall-wide 10% discount to all “non-active shooters” during the month of October. This comes amid a spate of mall attacks throughout the U.S., leaving many area shoppers and victim advocacy groups wondering how such a tasteless joke could ever make its way into print. A spokesperson for the Fox Valley Mall told local reporters they had no knowledge of the ad and said an investigation is underway to determine where it may have originated from. However, the mall will still honor the 10% discount as advertised. “Oh that’s a load of horsesh*t,” said a Fox Valley Mall employee who asked to remain anonymous. “There’s no way that ad just magically appeared in the Sunday paper,” he said, “this is the new age of viral marketing. Better get used to it.” The employee said the sleazy ad fits the mall owners M.O. perfectly. “They knew it would create a stir and get people talking, and that is exactly what’s happened.” Roger Holloway, founder of the victim’s rights advocacy group Triggerz, agrees. “It’s that mentality that says anything is fair game in the name of profits. Hell, I wouldn’t put it past some of these shop owners to stage some sort of false flag attack to get the registers ringing again.” Mr. Holloway says big chain stores like Starbucks are banking on the annual ‘War on Christmas’ hysteria to widen their year end profit margins. “They know that holiday cup and all the make-believe controversy that comes along with it is the key to their quarter’s earnings,” he said, “thank God for idiots who get offended year after year after year over a coffee cup eh?” All calls to the investment group that owns the Fox Valley Mall have not been returned as of press time.
Millions Mourn As Rocker/Activist Ted Nugent, Age 71, Found Alive | Millions of Americans are in mourning after news broke this afternoon that rocker/activist Ted Nugent was still alive. Word broke early, spread quickly, and sent shock waves throughout the rock and roll community and the Republican Party, where Nugent, 71, is well-known for his fierce advocacy for conservative causes, unwavering support for the rights of gun owners and hunters, and ferocious loyalty and devotion to today’s true American patriots. The National Rifle Association issued the following statement: "Ted Nugent has proudly and patriotically served on the NRA’s board of directors since 1995. The Association shares a deep sense of shock with our 4.5 million members and countless millions of supporters as details of this catastrophic event continue to unfold." PETA (People for the Ethical Treatment of Animals), one of several organizations Nugent violently criticized in the past, also issued a statement expressing condolences. Originally from Detroit, Michigan, Nugent initially found fame as lead guitarist for The Amboy Dukes before embarking on a solo career. Highlights from Nugent’s life include a 1977 interview appearing in High Times magazine, in which he famously told a reporter how he avoided the [Viet Nam War] draft: he did not bathe, brush his teeth, or shave for 30 days leading up to his pre-induction physical. To sweeten the pot, he also defecated in his pants. “I was so proud,” Nugent recalled. In later years he denied those accounts, saying he made up the story to trick the gullible reporter. That same year, Nugent’s song Cat Scratch Fever dominated the rock and roll charts. President Obama, the target of many of Nugent’s negative comments, reportedly expressed astonishment when informed during a cabinet meeting that Nugent had lived another day. During the White House’s daily media briefing, Deputy Press Secretary Eric Schultz informed the assembled press corps that the President asked members of his cabinet to join him in a moment of silence to acknowledge Nugent’s survival. Throughout Detroit and surrounding suburbs, fans both old and new erected makeshift tributes to the rocker, lighting candles, singing songs, and leaving cards and ticket stubs from many of Nugent’s concerts as testimonials to a life still lived. Ted Nugent, 1948 –
Woman Comes Forward With Shocking Allegation: “I Was Not Raped By Bill Cosby” | <National Report>In a shocking turn of events, area woman Joyce Taylor has broken her silence and proclaimed, “I was not raped by Bill Cosby.”  This news came on the day that two more defendants joined in the growing defamation case against the once beloved entertainer. According to Ms. Taylor, she once met with Mr. Cosby decades ago at a Hollywood night club at the age of 17.  As the night progressed, she became increasingly intoxicated before her boyfriend, 18 year-old Danny Stevens, helped her home where she awoke the next morning alone, with full memory of what had not transpired the night before.  In a sworn statement given to officials earlier today, Ms. Taylor states, “Why was I not raped by Mr. Cosby?  Was I not pretty enough?  Did I do something wrong?  I mean I may have been a bit overweight, but I was still rapeable (sic).  These are all feelings I have struggled with since that fateful night in 1974.” Bob Murphy, the attorney representing Ms. Taylor, had this to say, “I understand Joyce’s concerns, I mean she was in the right place at the right time, and feels she was entitled to be raped, but in a way, I think we have all been raped by Mr. Cosby.” Since November, at least 15 women have come forward claiming to have been sexually assaulted by Cosby.  Cosby, who starred as Dr. Cliff Huxtable on “The Cosby Show” from 1984 to 1992, has not been formally charged in connection with any of the allegations and has denied his involvement. Cosby’s career has unraveled since the allegations began and he has hired an extensive team of Public Relations experts in attempt to save what is left of his reputation going so far as to blame the victims themselves. In the years since the non-incident took place, Joyce Taylor has sought counseling and has been treated for depression. “The last forty years, my weight’s gone up and down like a yo-yo.”  When “The Cosby Show” went off the air in ’92 I got things under control, but when he came back with another show four years later, I blew up like a damn balloon.  Now he’s in the news again and I’m fighting the urge to ‘make the plate my mate.’  It’s a struggle,” admitted Taylor, “but I’m not going to turn not being raped by Bill Cosby into a negative.” It is presumed there are many more Joyce Taylor’s, possibly millions, out there waiting to tell their story of not being raped by Cosby, however as of press time National Report was unable to find any additional victims.  This development only leads to more confusion surrounding the multitude of accusers suggesting that they had in fact been raped by Mr. Cosby. Cosby’s publicist David Brokaw and lawyer Martin Singer did not immediately respond to requests for comment.
Solar Panels Drain the Sun’s Energy, Experts Say | <National Report>This week, a scientific research facility in Wyoming made a startling discovery that is certain to change the way millions of Americans look at the environmentalism movement, after they found conclusive evidence that solar panels not only convert the sun’s energy into usable energy, but that they are also draining the sun of its own energy, possibly with catastrophic consequences far worse than global warming. Scientists at the Wyoming Institute of Technology, a privately-owned think tank located in Cheyenne, Wyoming, discovered that energy radiated from the sun isn’t merely captured in solar panels, but that energy is directly physically drawn from the sun by those panels, in a process they refer to as “forced photovoltaic drainage.” “Put into laymen’s terms, the solar panels capture the sun’s energy, but pull on the sun over time, forcing more energy to be released than the sun is actually producing,” WIT claims in a scientific white paper published on Wednesday.  “Imagine a waterfall, dumping water.  But you aren’t catching the water in buckets, but rather sucking it in with a vacuum cleaner.  Eventually, you’re going to suck in so much water that you drain the river above that waterfall completely.” WIT is adamant that there’s no immediate danger, however.  “Currently, solar panels are an energy niche, and do not pose a serious risk to the sun.  But if we converted our grids to solar energy in a big way, with panels on domestic homes and commercial businesses, and paving our parking lots with panels, we’d start seeing very serious problems over time.  If every home in the world had solar panels on their roofs, global temperatures would drop by as much as thirty degrees over twenty years, and the sun could die out within three hundred to four hundred years.” The study was commissioned in August 2011 by the Halliburton corporation, who wanted to learn if the energy giant should start manufacturing and selling solar panels domestically and internationally.  Halliburton’s executives wanted to know more about the sustainability of solar energy and how photovoltaic technology might evolve over the next ten years.  But based on the findings of WIT’s research in the field, Halliburton revealed on Friday that they will not be entering the solar energy market. “Solar panels destroying the sun could potentially be the worst man-made climate disaster in the history of the world, and Halliburton will not be taking part in that,” the company stated in a press release issued Friday morning.  “It’s obvious, based on the findings of this neutral scientific research group, that humans needs to become more dependent on fossil fuels like oil and coal, not less.  Because these so-called `green technologies’ are far more dangerous to the Earth than any hydrofracking operation or deep-water drilling station.  What good is clean air when our very sun is no longer functional?”
Alex Jones Suggests Flying False Flag at Half-Staff for Shooting Victims | <Austin, TX>Renowned radio show host and fake news creator Alex Jones has reportedly asked his audience to fly the false flag at half-staff in honor of today’s shooting victims.  While details of the shooter have not been released, Alex is likely spinning up all kinds of untruths in order to satisfy his legion of brain-dead followers. “Was the shooter a Muslim? A Mexican?  Antifa?  BLM?  A disgruntled employee? Was he radicalized by the gay agenda?  Why did he hate Christians?  Did anyone actually die?  Are these the same crisis actors used during the Vegas shooting?  Did you see that Craigslist ad recently seeking extras for a mass casualty exercise?  How was Hillary involved?  Could Obama have done more to prevent this attack?  Did some crazed liberal shoot up this those folks to blame Trump and take away our guns?  If this story is even true why did none of the victims shoot back?,” Alex likely opined during this afternoons editorial meeting. This is a developing story.  Please check back for additional information.
Man Shouts ‘Allahu Akbar’ Before Blowing Up Friend’s Inbox | De Pere, WI – A Wisconsin man is resting comfortably after an explosion rocked his inbox late Saturday afternoon. The blast occurred at approximately 4:45 pm leaving the victim, Anthony Stewart, 41, physically fine but emotionally drained. “The toll is a heavy one,” said a chaplain visiting the home. A spokesperson for the Brown County Sheriff’s Department told the Green Bay Gazette that Amir Fahdi, 39, was questioned and released after multiple witnesses said he shouted “Allahu Akbar!” (God is Great) before launching the cyber attack outside a De Pere thrift shop. Anthony said the onslaught began with a barrage of Facebook comments and soon erupted into a full-on mind fuck of emails, text messages, and gaming requests. “I barley know the guy,” said a shaken Stewart. “I updated my Facebook status with a Nirvana video and he became unhinged.” “The motivation behind the assault has not yet been determined,” said Chad Manning, a spokesman for the Federal Bureau of Investigation. “We are exploring all possibilities of a potential motive,” he said. Amir blew up Anthony’s Facebook page with practically a novella’s worth of comments about seeing Nirvana play live in the early nineties and even claimed to have hung out with the band in Madison, WI, while they recorded demo tracks for their mega-smash Nevermind album. “You could tell he was full of shit, but instead of calling him out I just typed ‘wow’ and ‘awesome’ hoping he’d get the hint and leave me alone,” Stewart said, “big mistake on my part.” News of the explosion was reported by media organizations such as Breitbart, Infowars, and Fox News. A tweet Sunday morning from Wisconsin Governor Scott Walker said: “I am deeply troubled by the bombing in De Pere. These stories cannot be swept under the rug #WIBombing.” After several failed attempts to dodge Fahdi, a desperate Stewart told Amir he had to go care for his two-year-old son who may be coming down with a cold. “He wanted to come to my fucking house and treat him with homemade cold remedies. I was flabbergasted.” It was then that Anthony checked his email account and discovered over 30 “ultra-rare” Nirvana MP3s had flooded his inbox. “This guy has serious issues,” said Stewart, “he may be radicalized.” Brown County Deputy Daniel Benning said the public is not in danger and suggests that if anyone has any problems with Mr. Fahdi to simply ‘unfriend’ him and move on.
Trojan Name New Ultra-Thin Skin Condom after Donald Trump | Trojan, the world leader in modern condom technology, announced today the company has developed the world’s thinnest-skin condom to date, and will market the new condom after the thinnest-skinned man to ever run for President of the United States, Donald J. Trump. The new Trojan Ultra-Thin Skin Scum Bag© will be available for a limited time and sold exclusively to novelty shops and truck stops nationwide. The Scum Bag© will come in two different shades of orange, regular & extra-dark, and be marketed towards “the small hands kinda guy.” Trojan President Hugh Jardon said his company does not normally mix business with politics, but sees an opportunity to cash in on America’s fascination with all things Trump, especially after the real estate mogul himself brought his penis to the foreskin of American politics. Jardon says Trump was a “no-brainer” when his marketing team asked if he had anyone in mind for the new ultra-thin skin dunce cap. “The Donald has the thinnest skin in the world, so from a marketing standpoint it just made perfect sense.” Asked if he was worried about a possible lawsuit from Trump, Jardon is confident Trojan’s legal department “took every precaution” to avoid any legal trouble. “Unlike Mr. Trump, I don’t have the skin of a bat wing. I can handle someone who challenges me or questions my decision making.” The new Trojan Ultra-Thin Skin Scum Bag© will compete against other similar Trump novelty condoms currently flooding the marketplace, while offering consumers a higher standard of protection. Smaller men will now have a quality product to help them “overcomb their fear of pregnancy and STD’s” while still delivering “the highest sensitivity” the condom market has ever seen.
5 Great Ways To Entertain Guests During Your Thanksgiving Celebration | For those of you who are actively avoiding the Black Friday Shopping frenzy, and actually looking forward to spending meaningful time with your family and friends, National Report has lovingly put together a list of new and unique ways to create memorable experiences during this year’s Thanksgiving celebration. Surprise Thanksgiving Roasts One great way to involve folks in holiday oriented entertainment is to make the tried-and-true Thanksgiving meal into an unwitting scavenger hunt! Similar to the traditional Mardi Gras King’s cake, in which a small coin or figure of baby Jesus is hidden inside, we recommend you hide something small or unexpected inside of at least one of the main dishes or desserts. Staff picks include a set of false teeth submerged in Great Aunt Muriel’s homemade cherry cheesecake, or a modest bag of mixed prescription medication concealed in the mashed potatoes. Once these unanticipated objects have been discovered, announce the finder as the subject of a brutal holiday roast! This game is a hilarious idea for all-inclusive entertainment, as everyone can criticize and berate the winner under the pretense of light-hearted ribbing, providing hours of amusement, and an acceptable excuse to dish out both emotional abuse, while creating fond memories for years to come. Truth Or Dare Do you suspect your family and/or friends are holding out on some dark secrets or privy to juicy need-to-know gossip? Well, there’s no better way to really know your loved ones more intimately than to play an alcohol-fueled variant of truth or dare, also known as Spin the Bottle! If alcohol may not be effective for the family that already regularly drinks together, just use the CIA’s favorite truth serum, Scopolamine, and spike their drinks. Of course, children must be excluded from this game due to its adult themes, so I suggested you shut them away in a distant room as to prevent any trauma due to all the familial skeletons figuratively pouring out of the closet. Who knew that Aunt Terri actually DID get rid of Uncle Berry for his $100,000 life insurance policy, and that he wasn’t simply a victim of an unfortunate, and unsolved hit-and-run accident? You never know what you might learn about your family’s history! Outdoor Scavenger Hunt Like most Thanksgiving celebrations, it is likely your guests have had at least two other meals under their belt before the main event. Consequently, in order to work up a genuine appetite for your Thanksgiving spread, have them embark on a harrowing scavenger hunt through a rented corn maze! (The bigger, the better.) Not only will it make them feel genuinely thankful for all the work you’ve done to host this holiday event but also provide you with enough time to actually finish the cooking! Provide your party with a flare gun and a small flashlight in case they get lost in the maze, or are unable to understand the clues you’ve dispersed randomly around the cornfield. That way they can find each other, and hopefully signal for help as darkness falls. The first ones out of the maze get to have the initial choice of their favorite foods, while the last to finish have to wash all the dishes, providing them with plenty of incentive to participate! Cosplay Our next suggestion is to recreate an authentic Thanksgiving holiday by cosplaying as your favorite pilgrims from the Mayflower, complete with costumes and a vastly limited spread of food reminiscent of a meager Paleolithic diet. Hire real Native Americans to sit alongside your family and eat with you, just as they had with the pilgrims! Keep it traditional by trading them in dried corn, glass beads, and firewater for their service, and insist that they too attend the meal in historically accurate attire, such as leather loincloths, feathered headbands and a necklace of real human scalps. Invite The Homeless Turn your house into a surprise soup kitchen for the disenfranchised and unfortunate without informing your guests before they arrive! Before turning your homestead into an impromptu food trough for the poor and downtrodden, it is highly recommended that you put up chicken wire to prevent them from getting into undesirable areas, such as your organic tomato garden, underwear drawer or medicine cabinet. Thanksgiving is full of human-interest pieces and Facebook images about selfless individuals providing hot meals to the needy on a day known for generosity and goodwill. Bring this instant karmic good luck to you and all your loved ones by getting them unknowingly involved with your philanthropic endeavors. Put them on the spot as they are surrounded by shambling drug addicts and the streams of urine left in their wake. They will not be able to refuse an opportunity to brag about their charitable and selfless holiday on the nearest social media platform, especially before starting their Black Friday binge shopping!
Emmy Awards Announce Addition of “Best Crisis Actor” Category | Crisis actors have been fighting for over a decade to get a category for their work added to The Oscars, but it was the Television Academy this week that showed its branch is more open minded when it comes to updating its awards ceremony to reflect the current landscape of entertainment. The Television Academy announced Friday that the Emmys are expanding to include a “Best Crisis Actor” category. TV Academy chairman and CEO Bruce Rosenbloom tells National Report, “It’s time to acknowledge the incredible work crisis actors are doing. They bring some of the most heart-stopping performances to the screen, sometimes while events are still playing out on live television. It’s time they are recognized and rewarded for their contributions to the industry.” Crisis actors are professional actors used by government agencies and/or the mainstream media to deceive the public with portrayals of trauma and human suffering. Specifically, they act as victims or witnesses in staged mass shootings or hoax terrorist attacks (i.e. ‘False Flags’). While many in the industry still believe crisis actors are one dimensional and undeserving of their own award, many are just now starting to appreciate the challenges they face on set. How can the crisis actor take action in the imagined world that will move the storyline in an unforeseen direction? How can he or she make critical decisions that explore different options without giving up the narrative that is necessary to deliver a compelling experience? Those questions and more will ultimately decide who is nominated for this year’s prestigious new award. Veteran crisis actor, Xavier Daniels, says while it would be an honor to win the first ever Best Crisis Actor Award, it’s not what motivates him. “I want the people hiring me for a gig, be it the government or just some local gun shop looking to boost sales, to know I won’t let them down. I will never break character like some of these hacks, and they can feel safe knowing I’m in the role.” Makayla Williams, a newbie to the scene, says most crisis actors never make it past the audition phase. “You have to really dedicate yourself for this kind of performance art,” said Williams. “Sometimes to get into character I will have my boyfriend beat the hell out of me, so when I go live on TV my adrenaline is still pumping. Hopefully it helps give the viewers at home a real sense of authenticity.” Jimmy Kimmel returns to host the 68th Primetime Emmy Awards airing live on Sunday, September 18th on ABC.
